"","frame.number","frame.time_relative","frame.time_delta_displayed","frame.len","ip.proto","ip.version","ip.src","ip.dst","tcp.srcport","tcp.dstport","mbtcp.prot_id","mbtcp.trans_id","mbtcp.len","mbtcp.modbus.func_code","mbtcp.modbus.reference_num","mbtcp.modbus.word_cnt","mbtcp.modbus.data"
"2231",2231,604.95901,0.009458,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",45,5,"4","",NA,"00:50"
"2232",2232,604.959817,0.000807,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",46,6,"4","1",1,""
"2233",2233,604.969016,0.009199,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",46,5,"4","",NA,"00:50"
"2234",2234,605.10809,0.139074,54,"6","4","192.168.12.51","192.168.12.253","2499","502","",NA,NA,"","",NA,""
"2235",2235,605.308193,0.200103,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",47,6,"4","2",1,""
"2236",2236,605.317451,0.009258,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",47,5,"4","",NA,"12:15"
"2237",2237,605.318603,0.001152,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",48,6,"4","0",1,""
"2238",2238,605.329049,0.010446,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",48,5,"4","",NA,"00:75"
"2239",2239,605.335291,0.006242,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",49,6,"4","0",1,""
"2240",2240,605.338994,0.003703,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",49,5,"4","",NA,"00:75"
"2241",2241,605.339223,0.000229,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",50,6,"4","0",1,""
"2242",2242,605.349046,0.009823,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",50,5,"4","",NA,"00:75"
"2243",2243,605.349512,0.000466,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",51,6,"4","0",1,""
"2244",2244,605.35898,0.009468,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",51,5,"4","",NA,"00:75"
"2245",2245,605.359246,0.000266,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",52,6,"4","1",1,""
"2246",2246,605.368985,0.009739,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",52,5,"4","",NA,"00:50"
"2247",2247,605.369285,3e-04,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",53,6,"4","1",1,""
"2248",2248,605.378993,0.009708,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",53,5,"4","",NA,"00:50"
"2249",2249,605.379335,0.000342,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",54,6,"4","3",1,""
"2250",2250,605.389121,0.009786,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",54,5,"4","",NA,"0a:b8"
"2251",2251,605.389592,0.000471,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",55,6,"4","0",1,""
"2252",2252,605.399031,0.009439,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",55,5,"4","",NA,"00:75"
"2253",2253,605.404796,0.005765,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",56,6,"4","0",1,""
"2254",2254,605.409003,0.004207,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",56,5,"4","",NA,"00:75"
"2255",2255,605.409301,0.000298,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",57,6,"4","0",1,""
"2256",2256,605.41901,0.009709,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",57,5,"4","",NA,"00:75"
"2257",2257,605.419415,0.000405,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",58,6,"4","1",1,""
"2258",2258,605.429113,0.009698,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",58,5,"4","",NA,"00:50"
"2259",2259,605.429473,0.00036,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",59,6,"4","1",1,""
"2260",2260,605.439006,0.009533,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",59,5,"4","",NA,"00:50"
"2261",2261,605.439368,0.000362,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",60,6,"4","1",1,""
"2262",2262,605.449018,0.00965,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",60,5,"4","",NA,"00:50"
"2263",2263,605.44928,0.000262,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",61,6,"4","1",1,""
"2264",2264,605.459042,0.009762,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",61,5,"4","",NA,"00:50"
"2265",2265,605.459366,0.000324,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",62,6,"4","1",1,""
"2266",2266,605.46905,0.009684,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",62,5,"4","",NA,"00:50"
"2267",2267,605.469407,0.000357,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",63,6,"4","1",1,""
"2268",2268,605.479002,0.009595,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",63,5,"4","",NA,"00:50"
"2269",2269,605.604709,0.125707,54,"6","4","192.168.12.51","192.168.12.253","2499","502","",NA,NA,"","",NA,""
"2270",2270,605.805118,0.200409,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",64,6,"4","2",1,""
"2271",2271,605.807416,0.002298,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",64,5,"4","",NA,"12:14"
"2272",2272,605.80802,0.000604,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",65,6,"4","0",1,""
"2273",2273,605.81903,0.01101,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",65,5,"4","",NA,"00:75"
"2274",2274,605.826764,0.007734,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",66,6,"4","0",1,""
"2275",2275,605.839049,0.012285,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",66,5,"4","",NA,"00:75"
"2276",2276,605.839386,0.000337,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",67,6,"4","0",1,""
"2277",2277,605.849054,0.009668,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",67,5,"4","",NA,"00:75"
"2278",2278,605.849469,0.000415,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",68,6,"4","0",1,""
"2279",2279,605.85901,0.009541,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",68,5,"4","",NA,"00:75"
"2280",2280,605.859268,0.000258,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",69,6,"4","1",1,""
"2281",2281,605.869014,0.009746,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",69,5,"4","",NA,"00:50"
"2282",2282,605.869337,0.000323,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",70,6,"4","1",1,""
"2283",2283,605.878972,0.009635,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",70,5,"4","",NA,"00:50"
"2284",2284,605.879192,0.00022,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",71,6,"4","3",1,""
"2285",2285,605.889048,0.009856,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",71,5,"4","",NA,"0a:b8"
"2286",2286,605.889425,0.000377,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",72,6,"4","0",1,""
"2287",2287,605.898981,0.009556,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",72,5,"4","",NA,"00:75"
"2288",2288,605.89915,0.000169,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",73,6,"4","0",1,""
"2289",2289,605.909073,0.009923,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",73,5,"4","",NA,"00:75"
"2290",2290,605.909376,0.000303,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",74,6,"4","0",1,""
"2291",2291,605.919001,0.009625,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",74,5,"4","",NA,"00:75"
"2292",2292,605.919244,0.000243,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",75,6,"4","1",1,""
"2293",2293,605.929078,0.009834,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",75,5,"4","",NA,"00:50"
"2294",2294,605.931422,0.002344,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",76,6,"4","1",1,""
"2295",2295,605.938972,0.00755,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",76,5,"4","",NA,"00:50"
"2296",2296,605.939201,0.000229,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",77,6,"4","1",1,""
"2297",2297,605.949023,0.009822,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",77,5,"4","",NA,"00:50"
"2298",2298,605.949386,0.000363,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",78,6,"4","1",1,""
"2299",2299,605.958991,0.009605,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",78,5,"4","",NA,"00:50"
"2300",2300,605.959233,0.000242,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",79,6,"4","1",1,""
"2301",2301,605.969073,0.00984,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",79,5,"4","",NA,"00:50"
"2302",2302,605.973984,0.004911,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",80,6,"4","1",1,""
"2303",2303,605.979046,0.005062,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",80,5,"4","",NA,"00:50"
"2304",2304,606.105997,0.126951,54,"6","4","192.168.12.51","192.168.12.253","2499","502","",NA,NA,"","",NA,""
"2305",2305,606.307511,0.201514,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",81,6,"4","2",1,""
"2306",2306,606.317363,0.009852,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",81,5,"4","",NA,"12:14"
"2307",2307,606.317559,0.000196,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",82,6,"4","0",1,""
"2308",2308,606.329077,0.011518,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",82,5,"4","",NA,"00:75"
"2309",2309,606.329414,0.000337,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",83,6,"4","0",1,""
"2310",2310,606.338984,0.00957,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",83,5,"4","",NA,"00:75"
"2311",2311,606.339281,0.000297,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",84,6,"4","0",1,""
"2312",2312,606.349102,0.009821,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",84,5,"4","",NA,"00:75"
"2313",2313,606.349422,0.00032,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",85,6,"4","0",1,""
"2314",2314,606.359029,0.009607,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",85,5,"4","",NA,"00:75"
"2315",2315,606.359235,0.000206,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",86,6,"4","1",1,""
"2316",2316,606.369073,0.009838,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",86,5,"4","",NA,"00:50"
"2317",2317,606.369357,0.000284,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",87,6,"4","1",1,""
"2318",2318,606.379063,0.009706,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",87,5,"4","",NA,"00:50"
"2319",2319,606.379267,0.000204,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",88,6,"4","3",1,""
"2320",2320,606.389097,0.00983,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",88,5,"4","",NA,"0a:b8"
"2321",2321,606.389443,0.000346,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",89,6,"4","0",1,""
"2322",2322,606.399065,0.009622,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",89,5,"4","",NA,"00:75"
"2323",2323,606.399296,0.000231,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",90,6,"4","0",1,""
"2324",2324,606.409046,0.00975,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",90,5,"4","",NA,"00:75"
"2325",2325,606.409333,0.000287,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",91,6,"4","0",1,""
"2326",2326,606.419012,0.009679,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",91,5,"4","",NA,"00:75"
"2327",2327,606.419219,0.000207,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",92,6,"4","1",1,""
"2328",2328,606.429096,0.009877,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",92,5,"4","",NA,"00:50"
"2329",2329,606.429469,0.000373,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",93,6,"4","1",1,""
"2330",2330,606.439215,0.009746,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",93,5,"4","",NA,"00:50"
"2331",2331,606.439654,0.000439,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",94,6,"4","1",1,""
"2332",2332,606.449028,0.009374,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",94,5,"4","",NA,"00:50"
"2333",2333,606.449417,0.000389,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",95,6,"4","1",1,""
"2334",2334,606.459013,0.009596,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",95,5,"4","",NA,"00:50"
"2335",2335,606.459267,0.000254,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",96,6,"4","1",1,""
"2336",2336,606.469187,0.00992,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",96,5,"4","",NA,"00:50"
"2337",2337,606.469648,0.000461,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",97,6,"4","1",1,""
"2338",2338,606.479095,0.009447,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",97,5,"4","",NA,"00:50"
"2339",2339,606.606071,0.126976,54,"6","4","192.168.12.51","192.168.12.253","2499","502","",NA,NA,"","",NA,""
"2340",2340,606.806866,0.200795,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",98,6,"4","2",1,""
"2341",2341,606.81739,0.010524,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",98,5,"4","",NA,"12:14"
"2342",2342,606.81804,0.00065,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",99,6,"4","0",1,""
"2343",2343,606.829105,0.011065,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",99,5,"4","",NA,"00:75"
"2344",2344,606.829386,0.000281,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",100,6,"4","0",1,""
"2345",2345,606.838977,0.009591,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",100,5,"4","",NA,"00:75"
"2346",2346,606.839199,0.000222,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",101,6,"4","0",1,""
"2347",2347,606.849083,0.009884,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",101,5,"4","",NA,"00:75"
"2348",2348,606.849411,0.000328,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",102,6,"4","0",1,""
"2349",2349,606.859006,0.009595,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",102,5,"4","",NA,"00:75"
"2350",2350,606.859242,0.000236,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",103,6,"4","1",1,""
"2351",2351,606.869083,0.009841,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",103,5,"4","",NA,"00:50"
"2352",2352,606.869365,0.000282,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",104,6,"4","1",1,""
"2353",2353,606.879002,0.009637,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",104,5,"4","",NA,"00:50"
"2354",2354,606.87921,0.000208,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",105,6,"4","3",1,""
"2355",2355,606.889128,0.009918,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",105,5,"4","",NA,"0a:b8"
"2356",2356,606.88944,0.000312,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",106,6,"4","0",1,""
"2357",2357,606.899011,0.009571,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",106,5,"4","",NA,"00:75"
"2358",2358,606.899253,0.000242,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",107,6,"4","0",1,""
"2359",2359,606.909092,0.009839,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",107,5,"4","",NA,"00:75"
"2360",2360,606.909386,0.000294,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",108,6,"4","0",1,""
"2361",2361,606.919003,0.009617,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",108,5,"4","",NA,"00:75"
"2362",2362,606.919221,0.000218,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",109,6,"4","1",1,""
"2363",2363,606.931267,0.012046,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",109,5,"4","",NA,"00:50"
"2364",2364,606.931316,4.9e-05,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",110,6,"4","1",1,""
"2365",2365,606.939045,0.007729,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",110,5,"4","",NA,"00:50"
"2366",2366,606.939288,0.000243,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",111,6,"4","1",1,""
"2367",2367,606.949091,0.009803,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",111,5,"4","",NA,"00:50"
"2368",2368,606.949358,0.000267,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",112,6,"4","1",1,""
"2369",2369,606.960143,0.010785,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",112,5,"4","",NA,"00:50"
"2370",2370,606.960471,0.000328,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",113,6,"4","1",1,""
"2371",2371,606.969066,0.008595,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",113,5,"4","",NA,"00:50"
"2372",2372,606.971084,0.002018,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",114,6,"4","1",1,""
"2373",2373,606.979056,0.007972,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",114,5,"4","",NA,"00:50"
"2374",2374,607.107414,0.128358,54,"6","4","192.168.12.51","192.168.12.253","2499","502","",NA,NA,"","",NA,""
"2375",2375,607.308624,0.20121,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",115,6,"4","2",1,""
"2376",2376,607.317484,0.00886,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",115,5,"4","",NA,"12:0a"
"2377",2377,607.317935,0.000451,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",116,6,"4","0",1,""
"2378",2378,607.329104,0.011169,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",116,5,"4","",NA,"00:75"
"2379",2379,607.339543,0.010439,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",117,6,"4","0",1,""
"2380",2380,607.349209,0.009666,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",117,5,"4","",NA,"00:75"
"2381",2381,607.349595,0.000386,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",118,6,"4","0",1,""
"2382",2382,607.359,0.009405,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",118,5,"4","",NA,"00:75"
"2383",2383,607.359314,0.000314,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",119,6,"4","0",1,""
"2384",2384,607.36917,0.009856,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",119,5,"4","",NA,"00:75"
"2385",2385,607.369513,0.000343,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",120,6,"4","1",1,""
"2386",2386,607.379029,0.009516,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",120,5,"4","",NA,"00:54"
"2387",2387,607.379265,0.000236,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",121,6,"4","1",1,""
"2388",2388,607.389056,0.009791,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",121,5,"4","",NA,"00:54"
"2389",2389,607.389346,0.00029,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",122,6,"4","3",1,""
"2390",2390,607.399137,0.009791,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",122,5,"4","",NA,"0a:cc"
"2391",2391,607.399435,0.000298,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",123,6,"4","0",1,""
"2392",2392,607.409071,0.009636,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",123,5,"4","",NA,"00:75"
"2393",2393,607.418486,0.009415,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",124,6,"4","0",1,""
"2394",2394,607.429136,0.01065,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",124,5,"4","",NA,"00:75"
"2395",2395,607.433992,0.004856,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",125,6,"4","0",1,""
"2396",2396,607.43907,0.005078,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",125,5,"4","",NA,"00:75"
"2397",2397,607.439316,0.000246,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",126,6,"4","1",1,""
"2398",2398,607.449128,0.009812,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",126,5,"4","",NA,"00:54"
"2399",2399,607.449439,0.000311,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",127,6,"4","1",1,""
"2400",2400,607.45905,0.009611,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",127,5,"4","",NA,"00:54"
"2401",2401,607.460506,0.001456,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",128,6,"4","1",1,""
"2402",2402,607.469153,0.008647,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",128,5,"4","",NA,"00:54"
"2403",2403,607.46955,0.000397,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",129,6,"4","1",1,""
"2404",2404,607.479123,0.009573,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",129,5,"4","",NA,"00:54"
