"","frame.number","frame.time_relative","frame.time_delta_displayed","frame.len","ip.proto","ip.version","ip.src","ip.dst","tcp.srcport","tcp.dstport","mbtcp.prot_id","mbtcp.trans_id","mbtcp.len","mbtcp.modbus.func_code","mbtcp.modbus.reference_num","mbtcp.modbus.word_cnt","mbtcp.modbus.data"
"2008",2008,600.299669,0.000836,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",196,6,"4","1",1,""
"2009",2009,600.30885,0.009181,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",196,5,"4","",NA,"00:50"
"2010",2010,600.30925,4e-04,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",197,6,"4","1",1,""
"2011",2011,600.318772,0.009522,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",197,5,"4","",NA,"00:50"
"2012",2012,600.319018,0.000246,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",198,6,"4","1",1,""
"2013",2013,600.32884,0.009822,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",198,5,"4","",NA,"00:50"
"2014",2014,600.329159,0.000319,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",199,6,"4","1",1,""
"2015",2015,600.338831,0.009672,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",199,5,"4","",NA,"00:50"
"2016",2016,600.339186,0.000355,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",200,6,"4","1",1,""
"2017",2017,600.348837,0.009651,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",200,5,"4","",NA,"00:50"
"2018",2018,600.497727,0.14889,54,"6","4","192.168.12.51","192.168.12.253","2499","502","",NA,NA,"","",NA,""
"2019",2019,600.670735,0.173008,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",201,6,"4","2",1,""
"2020",2020,600.677257,0.006522,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",201,5,"4","",NA,"12:13"
"2021",2021,600.677801,0.000544,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",202,6,"4","0",1,""
"2022",2022,600.688791,0.01099,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",202,5,"4","",NA,"00:75"
"2023",2023,600.700797,0.012006,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",203,6,"4","0",1,""
"2024",2024,600.708832,0.008035,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",203,5,"4","",NA,"00:75"
"2025",2025,600.709283,0.000451,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",204,6,"4","0",1,""
"2026",2026,600.718786,0.009503,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",204,5,"4","",NA,"00:75"
"2027",2027,600.719846,0.00106,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",205,6,"4","0",1,""
"2028",2028,600.728811,0.008965,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",205,5,"4","",NA,"00:75"
"2029",2029,600.729064,0.000253,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",206,6,"4","1",1,""
"2030",2030,600.738861,0.009797,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",206,5,"4","",NA,"00:50"
"2031",2031,600.739223,0.000362,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",207,6,"4","1",1,""
"2032",2032,600.748784,0.009561,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",207,5,"4","",NA,"00:50"
"2033",2033,600.749029,0.000245,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",208,6,"4","3",1,""
"2034",2034,600.758967,0.009938,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",208,5,"4","",NA,"0a:b8"
"2035",2035,600.759626,0.000659,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",209,6,"4","0",1,""
"2036",2036,600.768908,0.009282,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",209,5,"4","",NA,"00:75"
"2037",2037,600.779099,0.010191,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",210,6,"4","0",1,""
"2038",2038,600.788884,0.009785,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",210,5,"4","",NA,"00:75"
"2039",2039,600.789158,0.000274,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",211,6,"4","0",1,""
"2040",2040,600.798832,0.009674,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",211,5,"4","",NA,"00:75"
"2041",2041,600.799213,0.000381,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",212,6,"4","1",1,""
"2042",2042,600.808858,0.009645,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",212,5,"4","",NA,"00:50"
"2043",2043,600.809325,0.000467,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",213,6,"4","1",1,""
"2044",2044,600.818768,0.009443,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",213,5,"4","",NA,"00:50"
"2045",2045,600.818995,0.000227,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",214,6,"4","1",1,""
"2046",2046,600.828913,0.009918,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",214,5,"4","",NA,"00:50"
"2047",2047,600.829207,0.000294,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",215,6,"4","1",1,""
"2048",2048,600.838793,0.009586,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",215,5,"4","",NA,"00:50"
"2049",2049,600.839141,0.000348,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",216,6,"4","1",1,""
"2050",2050,600.848849,0.009708,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",216,5,"4","",NA,"00:50"
"2051",2051,600.84915,0.000301,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",217,6,"4","1",1,""
"2052",2052,600.858794,0.009644,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",217,5,"4","",NA,"00:50"
"2053",2053,600.997978,0.139184,54,"6","4","192.168.12.51","192.168.12.253","2499","502","",NA,NA,"","",NA,""
"2054",2054,601.16835,0.170372,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",218,6,"4","2",1,""
"2055",2055,601.17723,0.00888,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",218,5,"4","",NA,"12:14"
"2056",2056,601.177864,0.000634,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",219,6,"4","0",1,""
"2057",2057,601.189594,0.01173,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",219,5,"4","",NA,"00:75"
"2058",2058,601.189632,3.8e-05,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",220,6,"4","0",1,""
"2059",2059,601.198848,0.009216,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",220,5,"4","",NA,"00:75"
"2060",2060,601.19922,0.000372,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",221,6,"4","0",1,""
"2061",2061,601.208791,0.009571,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",221,5,"4","",NA,"00:75"
"2062",2062,601.212363,0.003572,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",222,6,"4","0",1,""
"2063",2063,601.218847,0.006484,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",222,5,"4","",NA,"00:75"
"2064",2064,601.219191,0.000344,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",223,6,"4","1",1,""
"2065",2065,601.22884,0.009649,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",223,5,"4","",NA,"00:50"
"2066",2066,601.229075,0.000235,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",224,6,"4","1",1,""
"2067",2067,601.238842,0.009767,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",224,5,"4","",NA,"00:50"
"2068",2068,601.239198,0.000356,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",225,6,"4","3",1,""
"2069",2069,601.248802,0.009604,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",225,5,"4","",NA,"0a:b6"
"2070",2070,601.249198,0.000396,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",226,6,"4","0",1,""
"2071",2071,601.258922,0.009724,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",226,5,"4","",NA,"00:75"
"2072",2072,601.269908,0.010986,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",227,6,"4","0",1,""
"2073",2073,601.278862,0.008954,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",227,5,"4","",NA,"00:75"
"2074",2074,601.279086,0.000224,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",228,6,"4","0",1,""
"2075",2075,601.288782,0.009696,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",228,5,"4","",NA,"00:75"
"2076",2076,601.289172,0.00039,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",229,6,"4","1",1,""
"2077",2077,601.298868,0.009696,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",229,5,"4","",NA,"00:50"
"2078",2078,601.30098,0.002112,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",230,6,"4","1",1,""
"2079",2079,601.308864,0.007884,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",230,5,"4","",NA,"00:50"
"2080",2080,601.309228,0.000364,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",231,6,"4","1",1,""
"2081",2081,601.318864,0.009636,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",231,5,"4","",NA,"00:50"
"2082",2082,601.319203,0.000339,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",232,6,"4","1",1,""
"2083",2083,601.328834,0.009631,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",232,5,"4","",NA,"00:50"
"2084",2084,601.329067,0.000233,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",233,6,"4","1",1,""
"2085",2085,601.338897,0.00983,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",233,5,"4","",NA,"00:50"
"2086",2086,601.339404,0.000507,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",234,6,"4","1",1,""
"2087",2087,601.34887,0.009466,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",234,5,"4","",NA,"00:50"
"2088",2088,601.500446,0.151576,54,"6","4","192.168.12.51","192.168.12.253","2499","502","",NA,NA,"","",NA,""
"2089",2089,601.672843,0.172397,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",235,6,"4","2",1,""
"2090",2090,601.677278,0.004435,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",235,5,"4","",NA,"12:14"
"2091",2091,601.677808,0.00053,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",236,6,"4","0",1,""
"2092",2092,601.688867,0.011059,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",236,5,"4","",NA,"00:75"
"2093",2093,601.689137,0.00027,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",237,6,"4","0",1,""
"2094",2094,601.698892,0.009755,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",237,5,"4","",NA,"00:75"
"2095",2095,601.699203,0.000311,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",238,6,"4","0",1,""
"2096",2096,601.708905,0.009702,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",238,5,"4","",NA,"00:75"
"2097",2097,601.709287,0.000382,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",239,6,"4","0",1,""
"2098",2098,601.718832,0.009545,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",239,5,"4","",NA,"00:75"
"2099",2099,601.719186,0.000354,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",240,6,"4","1",1,""
"2100",2100,601.72884,0.009654,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",240,5,"4","",NA,"00:50"
"2101",2101,601.729115,0.000275,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",241,6,"4","1",1,""
"2102",2102,601.738861,0.009746,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",241,5,"4","",NA,"00:50"
"2103",2103,601.739377,0.000516,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",242,6,"4","3",1,""
"2104",2104,601.748855,0.009478,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",242,5,"4","",NA,"0a:b6"
"2105",2105,601.749169,0.000314,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",243,6,"4","0",1,""
"2106",2106,601.75896,0.009791,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",243,5,"4","",NA,"00:75"
"2107",2107,601.759299,0.000339,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",244,6,"4","0",1,""
"2108",2108,601.768881,0.009582,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",244,5,"4","",NA,"00:75"
"2109",2109,601.769146,0.000265,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",245,6,"4","0",1,""
"2110",2110,601.778864,0.009718,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",245,5,"4","",NA,"00:75"
"2111",2111,601.779196,0.000332,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",246,6,"4","1",1,""
"2112",2112,601.788848,0.009652,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",246,5,"4","",NA,"00:50"
"2113",2113,601.789091,0.000243,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",247,6,"4","1",1,""
"2114",2114,601.798897,0.009806,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",247,5,"4","",NA,"00:50"
"2115",2115,601.799288,0.000391,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",248,6,"4","1",1,""
"2116",2116,601.808868,0.00958,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",248,5,"4","",NA,"00:50"
"2117",2117,601.809102,0.000234,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",249,6,"4","1",1,""
"2118",2118,601.818921,0.009819,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",249,5,"4","",NA,"00:50"
"2119",2119,601.819335,0.000414,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",250,6,"4","1",1,""
"2120",2120,601.828854,0.009519,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",250,5,"4","",NA,"00:50"
"2121",2121,601.829212,0.000358,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",251,6,"4","1",1,""
"2122",2122,601.83893,0.009718,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",251,5,"4","",NA,"00:50"
"2123",2123,601.999511,0.160581,54,"6","4","192.168.12.51","192.168.12.253","2499","502","",NA,NA,"","",NA,""
"2124",2124,602.172358,0.172847,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",252,6,"4","2",1,""
"2125",2125,602.177317,0.004959,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",252,5,"4","",NA,"12:0b"
"2126",2126,602.177761,0.000444,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",253,6,"4","0",1,""
"2127",2127,602.188936,0.011175,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",253,5,"4","",NA,"00:75"
"2128",2128,602.190885,0.001949,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",254,6,"4","0",1,""
"2129",2129,602.198903,0.008018,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",254,5,"4","",NA,"00:75"
"2130",2130,602.199182,0.000279,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",255,6,"4","0",1,""
"2131",2131,602.208917,0.009735,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",255,5,"4","",NA,"00:75"
"2132",2132,602.209233,0.000316,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",0,6,"4","0",1,""
"2133",2133,602.218924,0.009691,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",0,5,"4","",NA,"00:75"
"2134",2134,602.21947,0.000546,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",1,6,"4","1",1,""
"2135",2135,602.228937,0.009467,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",1,5,"4","",NA,"00:54"
"2136",2136,602.22936,0.000423,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",2,6,"4","1",1,""
"2137",2137,602.238837,0.009477,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",2,5,"4","",NA,"00:54"
"2138",2138,602.239443,0.000606,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",3,6,"4","3",1,""
"2139",2139,602.248871,0.009428,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",3,5,"4","",NA,"0a:cc"
"2140",2140,602.24933,0.000459,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",4,6,"4","0",1,""
"2141",2141,602.258892,0.009562,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",4,5,"4","",NA,"00:75"
"2142",2142,602.26048,0.001588,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",5,6,"4","0",1,""
"2143",2143,602.268915,0.008435,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",5,5,"4","",NA,"00:75"
"2144",2144,602.269209,0.000294,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",6,6,"4","0",1,""
"2145",2145,602.278909,0.0097,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",6,5,"4","",NA,"00:75"
"2146",2146,602.280459,0.00155,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",7,6,"4","1",1,""
"2147",2147,602.288899,0.00844,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",7,5,"4","",NA,"00:54"
"2148",2148,602.289252,0.000353,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",8,6,"4","1",1,""
"2149",2149,602.298843,0.009591,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",8,5,"4","",NA,"00:54"
"2150",2150,602.300248,0.001405,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",9,6,"4","1",1,""
"2151",2151,602.308899,0.008651,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",9,5,"4","",NA,"00:54"
"2152",2152,602.309271,0.000372,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",10,6,"4","1",1,""
"2153",2153,602.318932,0.009661,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",10,5,"4","",NA,"00:54"
"2154",2154,602.320888,0.001956,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",11,6,"4","1",1,""
"2155",2155,602.328912,0.008024,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",11,5,"4","",NA,"00:54"
"2156",2156,602.329223,0.000311,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",12,6,"4","1",1,""
"2157",2157,602.338955,0.009732,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",12,5,"4","",NA,"00:54"
"2158",2158,602.500867,0.161912,54,"6","4","192.168.12.51","192.168.12.253","2499","502","",NA,NA,"","",NA,""
"2159",2159,603.346124,0.845257,62,"6","4","192.168.12.51","192.168.12.250","2505","502","",NA,NA,"","",NA,""
"2160",2160,603.346513,0.000389,54,"6","4","192.168.12.250","192.168.12.51","502","2505","",NA,NA,"","",NA,""
"2161",2161,603.802078,0.455565,62,"6","4","192.168.12.51","192.168.12.250","2505","502","",NA,NA,"","",NA,""
"2162",2162,603.802309,0.000231,54,"6","4","192.168.12.250","192.168.12.51","502","2505","",NA,NA,"","",NA,""
"2163",2163,604.304189,0.50188,62,"6","4","192.168.12.51","192.168.12.250","2505","502","",NA,NA,"","",NA,""
"2164",2164,604.304431,0.000242,54,"6","4","192.168.12.250","192.168.12.51","502","2505","",NA,NA,"","",NA,""
"2165",2165,604.308439,0.004008,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",13,6,"4","2",1,""
"2166",2166,604.318063,0.009624,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",13,5,"4","",NA,"12:14"
"2167",2167,604.318405,0.000342,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",14,6,"4","0",1,""
"2168",2168,604.327444,0.009039,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",14,5,"4","",NA,"00:75"
"2169",2169,604.334512,0.007068,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",15,6,"4","0",1,""
"2170",2170,604.33895,0.004438,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",15,5,"4","",NA,"00:75"
"2171",2171,604.339319,0.000369,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",16,6,"4","0",1,""
"2172",2172,604.348996,0.009677,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",16,5,"4","",NA,"00:75"
"2173",2173,604.349402,0.000406,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",17,6,"4","0",1,""
"2174",2174,604.358973,0.009571,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",17,5,"4","",NA,"00:75"
"2175",2175,604.359274,0.000301,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",18,6,"4","1",1,""
"2176",2176,604.369001,0.009727,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",18,5,"4","",NA,"00:50"
"2177",2177,604.369318,0.000317,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",19,6,"4","1",1,""
"2178",2178,604.378986,0.009668,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",19,5,"4","",NA,"00:50"
"2179",2179,604.379295,0.000309,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",20,6,"4","3",1,""
"2180",2180,604.388973,0.009678,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",20,5,"4","",NA,"0a:ba"
"2181",2181,604.389372,0.000399,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",21,6,"4","0",1,""
"2182",2182,604.398972,0.0096,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",21,5,"4","",NA,"00:75"
"2183",2183,604.404301,0.005329,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",22,6,"4","0",1,""
"2184",2184,604.408993,0.004692,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",22,5,"4","",NA,"00:75"
"2185",2185,604.409199,0.000206,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",23,6,"4","0",1,""
"2186",2186,604.41899,0.009791,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",23,5,"4","",NA,"00:75"
"2187",2187,604.419298,0.000308,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",24,6,"4","1",1,""
"2188",2188,604.429035,0.009737,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",24,5,"4","",NA,"00:50"
"2189",2189,604.429352,0.000317,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",25,6,"4","1",1,""
"2190",2190,604.438986,0.009634,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",25,5,"4","",NA,"00:50"
"2191",2191,604.440396,0.00141,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",26,6,"4","1",1,""
"2192",2192,604.448952,0.008556,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",26,5,"4","",NA,"00:50"
"2193",2193,604.449302,0.00035,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",27,6,"4","1",1,""
"2194",2194,604.458898,0.009596,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",27,5,"4","",NA,"00:50"
"2195",2195,604.462764,0.003866,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",28,6,"4","1",1,""
"2196",2196,604.469032,0.006268,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",28,5,"4","",NA,"00:50"
"2197",2197,604.47164,0.002608,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",29,6,"4","1",1,""
"2198",2198,604.479057,0.007417,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",29,5,"4","",NA,"00:50"
"2199",2199,604.603306,0.124249,54,"6","4","192.168.12.51","192.168.12.253","2499","502","",NA,NA,"","",NA,""
"2200",2200,604.803571,0.200265,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",30,6,"4","2",1,""
"2201",2201,604.807338,0.003767,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",30,5,"4","",NA,"12:13"
"2202",2202,604.807728,0.00039,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",31,6,"4","0",1,""
"2203",2203,604.819017,0.011289,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",31,5,"4","",NA,"00:75"
"2204",2204,604.825113,0.006096,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",32,6,"4","0",1,""
"2205",2205,604.828978,0.003865,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",32,5,"4","",NA,"00:75"
"2206",2206,604.82927,0.000292,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",33,6,"4","0",1,""
"2207",2207,604.838975,0.009705,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",33,5,"4","",NA,"00:75"
"2208",2208,604.839291,0.000316,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",34,6,"4","0",1,""
"2209",2209,604.849206,0.009915,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",34,5,"4","",NA,"00:75"
"2210",2210,604.849319,0.000113,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",35,6,"4","1",1,""
"2211",2211,604.858991,0.009672,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",35,5,"4","",NA,"00:50"
"2212",2212,604.859878,0.000887,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",36,6,"4","1",1,""
"2213",2213,604.86901,0.009132,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",36,5,"4","",NA,"00:50"
"2214",2214,604.869405,0.000395,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",37,6,"4","3",1,""
"2215",2215,604.879107,0.009702,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",37,5,"4","",NA,"0a:b6"
"2216",2216,604.879563,0.000456,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",38,6,"4","0",1,""
"2217",2217,604.889009,0.009446,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",38,5,"4","",NA,"00:75"
"2218",2218,604.894798,0.005789,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",39,6,"4","0",1,""
"2219",2219,604.898938,0.00414,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",39,5,"4","",NA,"00:75"
"2220",2220,604.899198,0.00026,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",40,6,"4","0",1,""
"2221",2221,604.908992,0.009794,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",40,5,"4","",NA,"00:75"
"2222",2222,604.909411,0.000419,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",41,6,"4","1",1,""
"2223",2223,604.918948,0.009537,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",41,5,"4","",NA,"00:50"
"2224",2224,604.919193,0.000245,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",42,6,"4","1",1,""
"2225",2225,604.929029,0.009836,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",42,5,"4","",NA,"00:50"
"2226",2226,604.929432,0.000403,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",43,6,"4","1",1,""
"2227",2227,604.939014,0.009582,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",43,5,"4","",NA,"00:50"
"2228",2228,604.939299,0.000285,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",44,6,"4","1",1,""
"2229",2229,604.949016,0.009717,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",44,5,"4","",NA,"00:50"
"2230",2230,604.949552,0.000536,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",45,6,"4","1",1,""
